source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AFP,Israel-Hamas ceasefire negotiations resume as Trump pushes for deal,"Indirect ceasefire negotiations between Israel and Hamas have resumed in Qatar, while President Trump urges Prime Minister Netanyahu for a deal. Discussions focus on withdrawal mechanisms and humanitarian aid, but no breakthrough has been achieved yet. Trump …",https://economictimes.indiatimes.com/news/defence/israel-hamas-ceasefire-negotiations-resume-as-trump-pushes-for-deal/articleshow/122316540.cms,"https://img.etimg.com/thumb/msid-122316558,width-1200,height-630,imgsize-170978,overlay-etdefence/articleshow.jpg",2025-07-08T08:51:40Z,"Indirect negotiations on a Gaza ceasefire between Israel and Hamas resumed in Qatar on Tuesday, as US President Donald Trump pressed Israeli Prime Minister Benjamin Netanyahu for a deal to end the wa… [+4328 chars]"
"{'id': None, 'name': 'New York Post'}",Associated Press,5 Israeli soldiers killed in northern Gaza and 18 Palestinians dead in Israeli strikes,The bloodshed came as Israeli Prime Minister Benjamin Netanyahu was visiting the White House for talks with President Trump.,https://nypost.com/2025/07/08/world-news/5-israeli-soldiers-killed-in-northern-gaza-and-18-palestinians-dead-in-israeli-strikes/,https://nypost.com/wp-content/uploads/sites/2/2025/07/107793766.jpg?quality=75&strip=all&w=1024,2025-07-08T08:51:21Z,"Five Israeli soldiers were killed in an attack in Gaza, the Israeli military said Tuesday, while health officials in the Palestinian territory said 18 people were killed in Israeli strikes.
The bloo… [+4352 chars]"
"{'id': None, 'name': 'Olhardigital.com.br'}",Alessandro Di Lorenzo,A infraestrutura invisível que alimenta a IA,"Ao contrário do que se possa imaginar, o desenvolvimento da inteligência artificial depende de questões que vão além da própria tecnologia
O post A infraestrutura invisível que alimenta a IA apareceu primeiro em Olhar Digital.",https://olhardigital.com.br/2025/07/08/pro/a-infraestrutura-invisivel-que-alimenta-a-ia/,https://img.odcdn.com.br/wp-content/uploads/2024/11/inteligencia_artificial-1-scaled.jpg,2025-07-08T08:50:00Z,"A inteligência artificial já é considerada uma tecnologia estratégica para as principais potências do mundo. Não é por acaso que o governo dos Estados Unidos, por exemplo, gasta bilhões de dólares na… [+4148 chars]"
"{'id': None, 'name': 'Biztoc.com'}",semafor.com,Trump reignites trade war with new tariffs,"US President Donald Trump on Monday threatened higher tariffs on several countries unless they strike trade deals by Aug. 1.
Trump sent letters to major trading partners, including Japan and South Korea, dictating new blanket tariffs after extending the July …",https://biztoc.com/x/8dda33b697a14a7d,https://biztoc.com/cdn/8dda33b697a14a7d_s.webp,2025-07-08T08:49:45Z,"US President Donald Trump on Monday threatened higher tariffs on several countries unless they strike trade deals by Aug. 1.Trump sent letters to major trading partners, including Japan and South Kor… [+143 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Donald Trump Was Asked About A Key Promise. What Followed Was Pure Gibberish.,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b94e14e7-4626-40c7-9583-a0a017bc9ffb,,2025-07-08T08:49:35Z,"If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,"US To 'Send Some More Weapons' To Ukraine, Trump Says In Apparent Reversal Of Pentagon Policy",US President Donald Trump on July 7 said the United States will send more weapons to Ukraine to help the war-torn country defend itself against Russian attacks.,https://www.globalsecurity.org/wmd/library/news/ukraine/2025/07/ukraine-250708-rferl01.htm,,2025-07-08T08:48:07Z,"By RFE/RL July 08, 2025
US President Donald Trump on July 7 said the United States will send more weapons to Ukraine to help the war-torn country defend itself against Russian attacks.
""We're going… [+3885 chars]"
"{'id': None, 'name': 'Sky.com'}",Ed Conway,UK to miss deadline to agree steel and aluminium tariffs,"The UK will miss the White House-imposed deadline to agree a trade deal on steel and aluminium this week, according to insiders from government and industry.",https://news.sky.com/story/uk-to-miss-deadline-to-agree-steel-and-aluminium-tariffs-13393936,https://e3.365dm.com/25/06/1600x900/skynews-port-talbot-steelworks_6937105.jpg?20250609033931,2025-07-08T08:48:00Z,"The UK will miss the White House-imposed deadline to agree a trade deal on steel and aluminium this week, according to insiders from government and industry.
Donald Trump had insisted that unless Br… [+1973 chars]"
"{'id': None, 'name': 'Haber7.com'}",Fatih Yoncalık,İşiba’dan tarife kararı değerlendirmesi... ABD'nin Japonya kararı ‘talihsiz’,"ABD Başkanı Donald Trump'ın Japonya'ya yüzde 25 tarife uygulama kararı alması akabinde konuşan Japonya Başbakanı İşiba Şigeru, ABD'nin kararını ""talihsiz"" bulduğunun altını çizdi.",https://www.haber7.com/dunya/haber/3545271-isibadan-tarife-karari-degerlendirmesi-abdnin-japonya-karari-talihsiz,https://i12.haber7.net//haber/haber7/og_image/2025/28/MFhAz_1751964257_7595.jpg,2025-07-08T08:48:00Z,"Kyodo'nun haberine göre, iba, tarife çalma kolu toplantsnda, ABD'nin tarifelerine ilikin deerlendirmelerde bulundu.
KL GÖRÜMELER SÜRECEK
iba, ABD'nin Japonya'ya yüzde 25 tarife uygulama kararnn ""ta… [+850 chars]"
"{'id': None, 'name': 'Libertaddigital.com'}",LD / Agencias,Más de 100 muertos y decenas de desaparecidos en las inundaciones de Texas,La llegada de una nueva tormenta podría complicar las labores de rescate en el estado americano de Texas.,https://www.libertaddigital.com/internacional/estados-unidos/2025-07-08/mas-de-100-muertos-y-decenas-de-desaparecidos-en-las-inundaciones-de-texas-7274125/,https://s.libertaddigital.com/2025/07/08/1200/627/ld/mas-de-100-muertos-y-decenas-de-desaparecidos-en-las-inundaciones-de-texas.jpg,2025-07-08T08:45:18Z,"Al menos 104 personas han muerto en seis condados estadounidenses tras las inundaciones en el estado de Texas, donde aún hay múltiples desaparecidos y prosiguen las operaciones de búsqueda ante nueva… [+2073 chars]"
"{'id': None, 'name': 'Ibtimes.com.au'}",Callum Paton with Danny Kemp in Washington,Israel-Hamas Ceasefire Negotiations Resume As Trump Pushes For Deal,"Indirect negotiations on a Gaza ceasefire between Israel and Hamas resumed in Qatar on Tuesday, as US President Donald Trump pressed Israeli Prime Minister Benjamin Netanyahu for a deal to end the war.",https://www.ibtimes.com.au/israel-hamas-ceasefire-negotiations-resume-trump-pushes-deal-1859584,https://d.ibtimes.com.au/en/full/1884679/palestinian-man-mourns-his-6-month-old-son-killed-reported-israeli-strike-gaza-city.jpg,2025-07-08T08:45:15Z,"Indirect negotiations on a Gaza ceasefire between Israel and Hamas resumed in Qatar on Tuesday, as US President Donald Trump pressed Israeli Prime Minister Benjamin Netanyahu for a deal to end the wa… [+4238 chars]"
"{'id': None, 'name': 'International Business Times'}",Callum Paton with Danny Kemp in Washington,Israel-Hamas Ceasefire Negotiations Resume As Trump Pushes For Deal,"Indirect negotiations on a Gaza ceasefire between Israel and Hamas resumed in Qatar on Tuesday, as US President Donald Trump pressed Israeli Prime Minister Benjamin Netanyahu for a deal to end the war.",https://www.ibtimes.com/israel-hamas-ceasefire-negotiations-resume-trump-pushes-deal-3777869,https://d.ibtimes.com/en/full/4609535/palestinian-man-mourns-his-6-month-old-son-killed-reported-israeli-strike-gaza-city.jpg,2025-07-08T08:45:13Z,"Indirect negotiations on a Gaza ceasefire between Israel and Hamas resumed in Qatar on Tuesday, as US President Donald Trump pressed Israeli Prime Minister Benjamin Netanyahu for a deal to end the wa… [+4238 chars]"
"{'id': 'bild', 'name': 'Bild'}",,Historischer Moment im Weißen Haus - Trump für Friedensnobelpreis nominiert,Während eines Dinners im Weißen Haus überreicht Israels Ministerpräsident Benjamin Netanjahu US-Präsident Donald Trump eine Nominierung für den Friedensn...,https://www.bild.de/news/ausland/historischer-moment-im-weissen-haus-donald-trump-fuer-friedensnobelpreis-nominiert-686cb86f403211327fd18e29,"https://images.bild.de/686cb86f403211327fd18e29/3b573e29b962bbfc6e597dbc73c5d55a,9e9b2161?w=1280",2025-07-08T08:43:48Z,"Regierung bestellt China-Botschafter ein: Laser-Einsatz gegen deutsches Flugzeug
Regierung bestellt China-Botschafter ein: Laser-Einsatz gegen deutsches Flugzeug
Regierung bestellt China-Botschafte… [+618 chars]"
"{'id': None, 'name': 'Sg.hu'}",SG.hu,Nagyon nehéz a TikTok uniós szintű betiltása,"Az EU már régóta küzd azzal az aggodalommal, hogy a TikTok biztonsági kockázatot jelent a polgárok számára.",https://sg.hu/cikkek/it-tech/162149/nagyon-nehez-a-tiktok-unios-szintu-betiltasa,https://sg.hu/https://media.sg.hu/kep/2025_01/0119byte1.jpg,2025-07-08T08:43:12Z,"Az EU már régóta küzd azzal az aggodalommal, hogy a TikTok biztonsági kockázatot jelent a polgárok számára - beleértve a saját alkalmazottai számára is -, de a szervezet digitális szabályozásának ért… [+4412 chars]"
"{'id': 'el-mundo', 'name': 'El Mundo'}",Monica Ricci Sargentini (Corriere della Sera / EL MUNDO),"Scott Ruskan, el héroe de 26 años que salvó a 165 niñas en Texas: ""Estaban en pijama, con frío, totalmente empapadas""","Más de 100 personas han perdido la vida, entre ellas al menos 28 niñas. El mayor número de víctimas se produjo en Camp Mystic, el centro cristiano de verano donde el río Guadalupe llegó con tal fuerza que arrasó con todo Leer",https://www.elmundo.es/internacional/2025/07/08/686cd879e4d4d8165f8b45a5.html,https://phantom-elmundo.uecdn.es/a291fe86b6133a5ee607bd5f356a5c4b/crop/0x12/572x393/f/webp/assets/multimedia/imagenes/2025/07/08/17519638885873.jpg,2025-07-08T08:42:02Z,"""El dios del amor vino a mí y quiero transmitirlo a los demás"", cantan las niñas que sobrevivieron a las terribles inundaciones que devastaron el condado de Kerr, Texas, el 4 de julio. El autobús que… [+4764 chars]"
"{'id': None, 'name': 'Lastampa.it'}",,Fbi smentisce le teorie del complotto su Epstein: “Non fu assassinato”,"WASHINGTON. Il Dipartimento di Giustizia americano e l’Fbi mettono fine alle teorie del complotto su Jeffrey Epstein. Secondo un recente promemoria interno, non ci sono prove che il finanziere, condan ... [Continua a leggere sul sito.]",https://www.lastampa.it/esteri/2025/07/08/news/epstein_fbi_no_assassinio_no_ricatto-15223296/,https://www.gedistatic.it/content/gnn/img/lastampa/2025/02/28/071948187-188609ec-916a-41f7-8887-54f706290ca8.jpg,2025-07-08T08:39:33Z,"WASHINGTON. Il Dipartimento di Giustizia americano e lFbimettono fine alle teorie del complotto su Jeffrey Epstein. Secondo un recente promemoria interno, non ci sono prove che il finanziere, condann… [+1724 chars]"
"{'id': None, 'name': 'DIE WELT'}",WELT,Arzt will Aussage über Bidens Gesundheitszustand verschieben,"War Joe Biden während seiner Amtszeit bei klarem Verstand? Auch wenn der ehemalige US-Präsident nicht mehr im Amt ist, geht die Debatte um seine geistige Gesundheit weiter. Ein Arzt, der sich vor einem Ausschuss des Repräsentantenhauses dazu äußern soll, bitt…",https://www.welt.de/politik/ausland/article256362968/Arzt-will-Aussage-ueber-Joe-Bidens-Gesundheitszustand-verschieben.html,https://images.welt.de/686ccb7c22966104c8e3a4b4/19a28e3c8f685b05b65e865acbfb4980-master/ci16x9-w1200/files-us-president-joe-biden-deli,2025-07-08T08:39:20Z,"War Joe Biden während seiner Amtszeit bei klarem Verstand? Auch wenn der ehemalige US-Präsident nicht mehr im Amt ist, geht die Debatte um seine geistige Gesundheit weiter. Ein Arzt, der sich vor ein… [+2760 chars]"
"{'id': None, 'name': 'YLE News'}",,Aasian pörssit reagoivat myönteisesti Trumpin tullikirjeisiin,Uutiset nopeasti ja luotettavasti.,https://yle.fi/a/74-20171605,"https://images.cdn.yle.fi/image/upload/w_1200,ar_1.91,c_fill,g_faces/q_auto:eco,f_auto,fl_lossy/39-12692236617e49e05397",2025-07-08T08:38:47Z,"Aasian pörssit reagoivat tiistaina myönteisesti Yhdysvaltain presidentin Donald Trumpin monille Aasian maille lähettämiin tullikirjeisiin.
Osakemarkkinoita ilahdutti tullikirjeissä myönnetty kolmen … [+399 chars]"
"{'id': None, 'name': 'Biztoc.com'}",abcnews.go.com,"Trump sets 25% tariffs on Japan and South Korea, and new import taxes on 12 other nations","President Donald Trump on Monday set a 25% tax on goods imported from Japan and South Korea, as well as new tariff rates on a dozen other countries",https://biztoc.com/x/65eb1d3ec8164203,https://biztoc.com/cdn/65eb1d3ec8164203_s.webp,2025-07-08T08:38:46Z,"President Donald Trump on Monday set a 25% tax on goods imported from Japan and South Korea, as well as new tariff rates on a dozen other countries
This story appeared on abcnews.go.com, 2025-07-08 … [+8 chars]"
"{'id': None, 'name': 'Biztoc.com'}",breakingthenews.net,US futures up as Trump approves new tariff delay,Stock futures in the United States traded with gains on Tuesday after US President Donald Trump officially extended the delay of his global tariff regime until August 1. He also announced new duties o...,https://biztoc.com/x/fa478b6b70d9ddcd,https://biztoc.com/cdn/fa478b6b70d9ddcd_s.webp,2025-07-08T08:38:36Z,Stock futures in the United States traded with gains on Tuesday after US President Donald Trump officially extended the delay of his global tariff regime until August 1. He also announced new duties … [+69 chars]
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,"New trade war deadline prolongs instability, UN trade agency says","The UN trade agency criticizes the Trump administration's tariff deadline extension, stating it prolongs uncertainty and hinders investment. Executive Director Pamela Coke-Hamilton highlights the negative impact on long-term business planning, citing Lesotho'…",https://economictimes.indiatimes.com/news/international/world-news/new-trade-war-deadline-prolongs-instability-un-trade-agency-says/articleshow/122316302.cms,"https://img.etimg.com/thumb/msid-122316391,width-1200,height-630,imgsize-70244,overlay-economictimes/articleshow.jpg",2025-07-08T08:38:29Z,"The Trump administration's decision to extend a negotiating deadline for tariff rates is prolonging uncertainty and instability for countries, the executive director of the United Nations trade agenc… [+1218 chars]"
"{'id': None, 'name': 'Aftonbladet.se'}",,Två personer hittade döda i bostad – misstänkt mord,Igår hittades två personer döda i en bostad i Gällivare. Polisen utreder misstänkt mord.,https://www.aftonbladet.se/nyheter/a/Rr77qd/aftonbladet-direkt?pinnedEntry=1388651,https://images.aftonbladet-cdn.se/v2/images/156fc268-adec-4fec-ac17-baa7f1dbdb35?fit=crop&format=auto&h=675&q=50&w=1200&s=7076b53826b77139557aa7b78a798b03f7bc7a83,2025-07-08T08:38:29Z,"Tre nyheter du inte får missa:
<ul><li>Två personer hittade döda i bostad misstänkt mord
Två personer hittade döda i bostad misstänkt mord
Igår hittades två personer döda i en bostad i Gällivare. … [+11568 chars]"
"{'id': None, 'name': 'Expressen.se'}",,Två döda hittade i bostad,Polisen utreder mord i Gällivare,https://www.expressen.se/nyheter/expressen-direkt/?post=be36221a-1086-4f64-ad35-932d959724cf,https://static.bonniernews.se/images/60/f9/60f9718a9e2947c6a21855b91be6842c/16x9/original.png,2025-07-08T08:38:28Z,"Utreder åldersgräns för sociala medier
Regeringen kommer till hösten att tillsätta en utredning om åldersgräns för sociala medier, rapporterar Sveriges Radio.
– Vi ser att vi behöver skydda barn bä… [+1922 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters,"New trade war deadline prolongs instability, UN trade agency says",GENEVA (Reuters) -The Trump administration's decision to extend a negotiating deadline for tariff rates is prolonging uncertainty and instability for...,https://finance.yahoo.com/news/trade-war-deadline-prolongs-instability-083825319.html,https://media.zenfs.com/en/reuters-finance.com/1b16826afb05826b308a4ea1ce252118,2025-07-08T08:38:25Z,"GENEVA (Reuters) -The Trump administration's decision to extend a negotiating deadline for tariff rates is prolonging uncertainty and instability for countries, the executive director of the United N… [+1244 chars]"
"{'id': 'ansa', 'name': 'ANSA.it'}",,"Cina, 'nuovi dazi di Trump? Non ci sarà alcun vincitore'","La Cina esprime un giudizio negativo sulla nuova tornata di dazi alle importazioni tra il 25% e il 40% annunciata dal presidente americano Donald Trump contro un primo gruppo di 14 partner commerciali degli Stati Uniti, la cui efficacia è stata però postic...…",https://www.ansa.it/sito/notizie/topnews/2025/07/08/cina-nuovi-dazi-di-trump-non-ci-sara-alcun-vincitore_b87b3a42-0606-450a-8a48-d3ae136d1668.html,https://www.ansa.it/webimages/img_1129x635/2024/12/23/e478e4dd858d97282318c820ee9a8805.jpg,2025-07-08T08:37:56Z,"Se hai scelto di non accettare i cookie di profilazione e tracciamento, puoi aderire all’abbonamento ""Consentless"" a un costo molto accessibile, oppure scegliere un altro abbonamento per accedere ad … [+320 chars]"
"{'id': 'info-money', 'name': 'InfoMoney'}",Felipe Moreira,Dow Jones Futuro cai após Trump anunciar tarifas mais altas sobre alguns países,"Trump também postergou a entrada em vigor das tarifas até pelo menos 1º de agosto
The post Dow Jones Futuro cai após Trump anunciar tarifas mais altas sobre alguns países appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/dow-jones-futuro-cai-apos-trump-anunciar-tarifas-mais-altas-sobre-alguns-paises/,https://www.infomoney.com.br/wp-content/uploads/2024/04/2024-04-12T144116Z_1_LYNXNPEK3B0M4_RTROPTP_4_USA-STOCKS.jpg?quality=70,2025-07-08T08:36:47Z,"Os índices futuros de Nova York operam mistos nesta terça-feira (8), à medida que o temor inicial com as novas tarifas anunciadas por Donald Trump dá lugar à expectativa de um acordo.
Investidores a… [+3475 chars]"
"{'id': 'le-monde', 'name': 'Le Monde'}",Gilles Paris,Guerre en Ukraine : nouvelle volte-face de Washington sur les livraisons d’armes à Kiev,"Une semaine après avoir annoncé une pause dans les livraisons d’armement à Kiev, le président américain a assuré, lundi, que les Ukrainiens « doivent être en mesure de se défendre » et indiqué que les Etats-Unis allaient bien envoyer « quelques armes suppléme…",https://www.lemonde.fr/international/article/2025/07/08/guerre-en-ukraine-nouvelle-volte-face-de-washington-sur-les-livraisons-d-armes-a-kiev_6619889_3210.html,https://img.lemde.fr/2025/07/08/0/0/5088/3392/1440/960/60/0/bc9531b_ftp-import-images-1-0jy9maf03jta-2025-07-08t001612z-1402129793-rc2zhfaf09ic-rtrmadp-3-usa-israel.JPG,2025-07-08T08:36:15Z,"Donald Trump et le secrétaire à la défense, Pete Hegseth, à la Maison Blanche, à Washington, le 7 juillet 2025. KEVIN LAMARQUE/REUTERS
Une semaine seulement après la révélation dune pause dans les l… [+1416 chars]"
"{'id': None, 'name': 'Portfolio.hu'}",Portfolio.hu,Trump csapásától szenvednek a németek,"A német export 1,4%-kal csökkent májusban az előző hónaphoz képest, az Egyesült Államok irányába tartó áruk értéke pedig több, mint 3 éves mélypontra esett. Az adatok mögött Donald Trump amerikai elnök vámháborújának hatását fedezhetjük fel. A számok azt is m…",https://www.portfolio.hu/gazdasag/20250708/trump-csapasatol-szenvednek-a-nemetek-773103,https://pcdn.hu/articles/images-md/m/a/g/magyarorszag-nemetorszag-vam-letartoztatas-afa-bunozes-rendorseg-atveres-bunugy-euro-746919.jpg,2025-07-08T08:35:00Z,"A visszaesés rosszabb, mint a -0,5%, amire elzetesen számítottak a Bloomberg által megkérdezett elemzk. A csökkenés az áprilisi 1,6%-os mínuszt követi. Ezzel egyidejleg az import is visszaesett 3,8%-… [+1991 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Planned Parenthood Wins a Temporary Injunction Over Medicaid Funding - The New York Times,"Planned Parenthood Wins a Temporary Injunction Over Medicaid FundingThe New York Times Judge temporarily blocks Trump administration from enforcing funding ban against Planned ParenthoodCNN Donald Trump's 'Big, Beautiful Bill' Suffers Legal BlowNewsweek Plann…",https://slashdot.org/firehose.pl?op=view&amp;id=178309008,,2025-07-08T08:34:27Z,"How many hardware guys does it take to change a light bulb?
""Well the diagnostics say it's fine buddy, so it's a software problem."""
